ParName   Value   Gradient
log_F_devs_fish3(2012)    -0.629951 -2.82879e-07
log_F_devs_fish3(2013)     -0.68091  -4.4692e-07
log_F_devs_fish3(2014)    -0.683723 -2.42965e-07
log_F_devs_fish3(2015)    -0.609801 -2.71214e-07
log_F_devs_fish3(2016)    -0.382263  -1.7052e-08
log_F_devs_fish3(2017)    0.0735975 -4.87355e-08
log_F_devs_fish3(2018)     0.454067   7.8437e-07
log_F_devs_fish3(2019)     0.557475  3.69002e-07
log_F_devs_fish3(2020)     0.722203  3.79429e-07
log_F_devs_fish3(2021)     0.134243  -3.9361e-07
log_F_devs_fish3(2022)     0.180686 -1.22209e-06
log_F_devs_fish3(2023)     0.319412 -9.99487e-07
log_q_srv1      1.81039 -1.78174e-05
log_q_srv2      1.58236 -7.47974e-06
log_q_srv6      1.36427  1.80552e-06
log_q_srv7    -0.244243  1.82818e-06
log_q_srv8     -6.70222  7.72531e-06
log_q_LL_fish_recent     -7.28118 -2.69386e-06
log_a50_fish3_f      2.21494  2.30481e-06
log_delta_fish3_f      2.17399  1.20885e-05
log_a50_fish3_m      2.23543 -8.21303e-07
log_a50_fish4_f     0.966466  4.02745e-07
log_delta_fish4_f      1.68065  2.90355e-07
log_a50_fish4_m      1.07737  3.92756e-07
log_delta_fish4_m      0.75049  1.80147e-06
log_a50_fish5_f     0.753422  6.20511e-07
log_delta_fish5_f      1.27835   1.1861e-07
log_a50_fish5_m     0.865991  7.64319e-08
log_delta_fish5_m     0.664155  3.44421e-07
log_a50_srv1_f     0.830812 -1.36901e-06
log_delta_srv1_f      1.15105  5.52193e-07
log_a50_srv1_m     0.868282 -4.79882e-07
log_delta_srv1_m     0.610832  6.16997e-07
log_a50_srv7_f    -0.800362  7.71729e-07
log_a50_srv7_m     -1.58882 -5.94894e-07
log_a50_srv10_f     0.646751  3.90266e-07
log_delta_srv10_f      1.04058 -9.87847e-07
log_a50_srv10_m     0.629574  3.17369e-07
log_delta_srv10_m      0.96162  -3.0245e-07
