ParName   Value   Gradient
log_F_devs_fish3(2023)      0.37236 -2.48957e-07
log_q_srv1      2.01838  2.09476e-06
log_q_srv2      1.60545 -1.42757e-06
log_q_srv6      1.57911 -5.18226e-06
log_q_srv7   -0.0367379 -6.59383e-06
log_q_srv8     -6.41841  6.79899e-06
log_q_LL_fish_recent     -7.05308 -7.12586e-07
log_a50_fish1_f      1.30622 -4.33314e-07
log_delta_fish1_f     -1.00812 -5.27878e-08
log_a50_fish1_m      1.31491 -3.71936e-07
log_delta_fish1_m    0.0252346 -2.78456e-07
log_a50_fish3_f      1.95248 -1.74986e-07
log_delta_fish3_f      2.11415  7.43341e-06
log_a50_fish3_m      2.31563 -3.68319e-06
log_a50_fish4_f      1.14641 -5.04901e-07
log_delta_fish4_f     0.839817  6.53302e-07
log_a50_fish4_m      1.24685  4.21809e-07
log_delta_fish4_m     0.555297  4.29634e-07
log_a50_fish5_f     0.697601  6.49846e-07
log_delta_fish5_f      1.26411   8.1315e-07
log_a50_fish5_m     0.866823  4.38846e-07
log_delta_fish5_m      0.55606  2.82009e-07
log_a50_srv1_f      1.10637  6.14258e-07
log_delta_srv1_f     0.500711 -7.28098e-07
log_a50_srv1_m     0.874981  1.99499e-06
log_delta_srv1_m      1.08831  1.08153e-06
log_a50_srv2_f     0.793262  -1.0637e-06
log_a50_srv2_m     0.766288 -7.56259e-07
log_a50_srv7_f    -0.392287  8.49271e-07
log_a50_srv7_m     -1.69002  8.70659e-07
log_a50_srv10_f     0.702108 -1.98058e-06
log_delta_srv10_f     0.915407  8.18099e-07
log_a50_srv10_m     0.629132 -1.30172e-06
log_delta_srv10_m      1.04624  7.42173e-07
