ParName   Value   Gradient
log_F_devs_fish3(2000)    -0.104908  1.02036e-06
log_F_devs_fish3(2001)    -0.295596 -1.28035e-06
log_F_devs_fish3(2002)     -0.16271 -6.74585e-07
log_F_devs_fish3(2003)    -0.279934 -1.49359e-06
log_F_devs_fish3(2004)    -0.479643 -2.32722e-06
log_F_devs_fish3(2005)    -0.560698 -1.61175e-07
log_F_devs_fish3(2006)    -0.720975 -1.38885e-07
log_F_devs_fish3(2007)    -0.689121  1.83192e-06
log_F_devs_fish3(2008)    -0.721738  2.48119e-06
log_F_devs_fish3(2009)    -0.706011  -6.5813e-07
log_F_devs_fish3(2010)    -0.700428 -4.69268e-07
log_F_devs_fish3(2011)    -0.464089 -1.23133e-06
log_F_devs_fish3(2012)    -0.454708 -1.31161e-06
log_F_devs_fish3(2013)    -0.515789 -2.66794e-06
log_F_devs_fish3(2014)    -0.508604 -3.81426e-07
log_F_devs_fish3(2015)    -0.430032  7.31804e-07
log_F_devs_fish3(2016)    -0.242037  1.46975e-06
log_F_devs_fish3(2017)     0.160664  9.29865e-07
log_F_devs_fish3(2018)     0.455901 -1.96483e-06
log_F_devs_fish3(2019)     0.498968   7.0265e-07
log_F_devs_fish3(2020)     0.666109  2.05818e-06
log_F_devs_fish3(2021)    0.0436598  1.57187e-06
log_F_devs_fish3(2022)     0.101745  -4.8979e-07
log_F_devs_fish3(2023)     0.251675  -4.2821e-06
log_q_srv1      1.86165 -6.54918e-05
log_q_srv2       1.4871  1.31457e-05
log_q_srv6      1.43854 -2.02737e-05
log_q_srv7  -0.00169973   -1.384e-05
log_q_srv8      -6.5138 -1.67788e-05
log_q_LL_fish_recent     -7.12327  5.00702e-06
log_a50_fish1_f      1.45581  5.52984e-06
log_delta_fish1_f    -0.765296  -8.3955e-07
log_a50_fish1_m      1.66683  1.69958e-06
log_delta_fish1_m      -0.3382 -2.54441e-06
log_a50_fish3_f      1.63605 -6.17328e-07
log_delta_fish3_f      1.78077 -1.70204e-05
log_a50_fish3_m       2.1502  7.10535e-06
log_delta_fish3_m      2.40995  2.27803e-06
log_a50_fish4_f       1.1604  2.74358e-06
log_delta_fish4_f     0.674559   4.2989e-06
log_a50_fish4_m      1.40089 -9.79246e-06
log_delta_fish4_m    0.0733674 -1.63606e-06
log_a50_fish5_f     0.647651  4.65983e-06
log_delta_fish5_f     0.891271  3.49888e-06
log_a50_fish5_m     0.899879 -1.34039e-05
log_delta_fish5_m   -0.0151783 -1.24245e-05
log_a50_srv1_f      1.08003  1.44191e-05
log_delta_srv1_f     0.601216  4.75613e-06
log_a50_srv1_m     0.884814  2.71853e-08
log_delta_srv1_m      1.06069  -7.1763e-06
log_a50_srv2_f     0.859957  5.85807e-06
log_a50_srv2_m     0.806162  -1.6133e-06
log_a50_srv7_f    -0.275217   2.5502e-06
log_a50_srv7_m     -1.13422  9.04168e-06
log_a50_srv10_f     0.607768 -9.32341e-06
log_delta_srv10_f      1.17672 -3.63216e-06
log_a50_srv10_m     0.520379 -1.61482e-05
log_delta_srv10_m      1.26583 -1.19783e-06
