ParName   Value   Gradient
log_F_devs_fish3(1973)      1.13159 -7.64336e-06
log_F_devs_fish3(1974)     0.787633 -6.58204e-06
log_F_devs_fish3(1975)     0.534351 -1.11228e-05
log_F_devs_fish3(1976)     0.570074 -1.06769e-05
log_F_devs_fish3(1977)     -0.26866 -9.91932e-07
log_F_devs_fish3(1978)    -0.932428  3.81319e-06
log_F_devs_fish3(1979)    -0.675665  1.65413e-06
log_F_devs_fish3(1980)    -0.432174  7.54971e-07
log_F_devs_fish3(1981)    -0.732893  1.92715e-06
log_F_devs_fish3(1982)    -0.692977 -1.68828e-06
log_F_devs_fish3(1983)    -0.913635  -3.1039e-06
log_F_devs_fish3(1984)    -0.156525 -5.28063e-06
log_F_devs_fish3(1985)     -1.14521 -6.96597e-07
log_F_devs_fish3(1986)      0.41458 -4.37618e-06
log_F_devs_fish3(1987)     0.485751 -3.94586e-06
log_F_devs_fish3(1988)     0.740865  1.05382e-06
log_F_devs_fish3(1989)     0.627805  4.71975e-06
log_F_devs_fish3(1990)     0.293128 -1.05065e-06
log_F_devs_fish3(1991)   -0.0304175  -1.5547e-06
log_F_devs_fish3(1992)    -0.012361 -2.80265e-06
log_F_devs_fish3(1993)   -0.0950505  2.90155e-06
log_F_devs_fish3(1994)     0.125304  2.80869e-06
log_F_devs_fish3(1995)    0.0732542 -6.96984e-07
log_F_devs_fish3(1996)   -0.0335311  3.72418e-06
log_F_devs_fish3(1997)    -0.277027  7.75161e-06
log_F_devs_fish3(1998)    -0.337771  3.74578e-06
log_F_devs_fish3(1999)   -0.0688538  3.21951e-06
log_F_devs_fish3(2000)   -0.0842415 -1.02537e-06
log_F_devs_fish3(2001)    -0.240486 -1.52577e-06
log_F_devs_fish3(2002)   -0.0789923  7.71136e-06
log_F_devs_fish3(2003)    -0.223881  7.89554e-06
log_F_devs_fish3(2004)    -0.472462  1.01894e-05
log_F_devs_fish3(2005)    -0.536657  9.11157e-06
log_F_devs_fish3(2006)    -0.732944  6.27926e-06
log_F_devs_fish3(2007)    -0.693726  3.76081e-06
log_F_devs_fish3(2008)    -0.728441  7.55075e-06
log_F_devs_fish3(2009)    -0.733072  1.27954e-06
log_F_devs_fish3(2010)     -0.75741 -3.23064e-06
log_F_devs_fish3(2011)    -0.576123  5.09671e-07
log_F_devs_fish3(2012)    -0.617295 -2.28195e-06
log_F_devs_fish3(2013)    -0.638367  1.65126e-06
log_F_devs_fish3(2014)    -0.596323  4.55032e-06
log_F_devs_fish3(2015)    -0.490483  3.36796e-06
log_F_devs_fish3(2016)    -0.335301  2.31286e-06
log_F_devs_fish3(2017)    0.0973969  2.27887e-06
log_F_devs_fish3(2018)     0.384398  8.38813e-06
log_F_devs_fish3(2019)     0.413266  5.79802e-06
log_F_devs_fish3(2020)     0.562101  8.38167e-07
log_F_devs_fish3(2021)   -0.0499739   5.6592e-06
log_F_devs_fish3(2022)   -0.0730634  8.09005e-06
log_F_devs_fish3(2023)     0.104685  1.07682e-05
log_q_srv1      1.96441  7.24233e-05
log_q_srv2      1.56597 -2.86879e-05
log_q_srv6      1.43553 -2.33615e-05
log_q_srv7    0.0818279   3.8664e-05
log_q_srv8     -6.44214  5.13587e-05
log_q_LL_fish_recent     -7.17388  9.26065e-05
log_a50_fish1_f      1.28799  4.07544e-07
log_delta_fish1_f     -0.45476  8.00863e-06
log_a50_fish1_m      1.63213   2.5647e-06
log_a50_fish3_f      1.60317 -1.58748e-05
log_delta_fish3_f      1.73379 -4.17045e-05
log_a50_fish3_m       2.1451   2.1827e-05
log_delta_fish3_m      2.44452 -1.51074e-05
log_a50_fish4_f      1.16223  1.64463e-05
log_delta_fish4_f     0.670244  1.95229e-06
log_a50_fish4_m      1.40158 -2.46659e-07
log_delta_fish4_m      0.06736 -3.83649e-06
log_a50_fish5_f     0.615487 -2.11029e-05
log_delta_fish5_f     0.956394 -2.98559e-06
log_a50_fish5_m      0.82034 -4.84344e-05
log_delta_fish5_m      0.11034 -4.35435e-05
log_a50_srv1_f      1.08119 -5.82851e-06
log_delta_srv1_f     0.596442 -3.36624e-07
log_a50_srv1_m      0.88013 -1.99867e-05
log_delta_srv1_m      1.07132  2.19767e-06
log_a50_srv2_f      0.85891  2.87898e-06
log_a50_srv2_m     0.794347  7.50441e-06
log_a50_srv7_f    -0.260232 -1.55955e-05
log_a50_srv7_m     -1.14027 -5.21777e-06
log_a50_srv10_f     0.582634  4.49431e-06
log_delta_srv10_f      1.22354 -1.23195e-06
log_a50_srv10_m     0.487848  5.15145e-06
log_delta_srv10_m      1.33427  3.36347e-06
