ParName   Value   Gradient
log_F_devs_fish3(2017)     0.126376 -7.28429e-08
log_F_devs_fish3(2018)     0.448947 -2.48596e-06
log_F_devs_fish3(2019)     0.531486 -2.20303e-06
log_F_devs_fish3(2020)     0.719101 -3.61029e-07
log_F_devs_fish3(2021)     0.118143  4.87337e-07
log_F_devs_fish3(2022)     0.198741 -4.53071e-07
log_F_devs_fish3(2023)     0.381971  2.00784e-06
log_q_srv1      1.80104  0.000156481
log_q_srv2      1.44861 -4.84271e-05
log_q_srv6      1.46916 -2.55753e-07
log_q_srv7    -0.189875 -2.46929e-06
log_q_srv8     -6.62069  2.10716e-05
log_q_LL_fish_recent     -7.25106  1.86816e-05
log_a50_fish1_f     0.932205  3.62013e-06
log_delta_fish1_f     0.863012 -4.66834e-06
log_a50_fish1_m     0.986609  4.36978e-07
log_a50_fish3_f       1.9818  7.18592e-06
log_delta_fish3_f      2.13472 -2.17156e-05
log_a50_fish3_m      2.75776  1.86005e-05
log_delta_fish3_m      2.94764 -1.29434e-05
log_a50_fish4_f      1.12511  3.73222e-06
log_delta_fish4_f      1.01066  8.72028e-07
log_a50_fish4_m      1.19964  -1.3311e-05
log_delta_fish4_m     0.669513 -1.97049e-06
log_a50_fish5_f     0.692397  4.92147e-07
log_delta_fish5_f      1.28599 -1.71083e-06
log_a50_fish5_m     0.845938 -3.85877e-06
log_delta_fish5_m     0.615873   2.6633e-07
log_a50_srv1_f      1.07441 -1.59289e-05
log_delta_srv1_f     0.708564  3.75006e-06
log_a50_srv1_m     0.924732 -8.14024e-06
log_delta_srv1_m      0.77474  9.51194e-07
log_a50_srv7_f    -0.361059  1.67781e-06
log_a50_srv7_m       -1.557 -3.98659e-06
log_a50_srv10_f      0.70157 -1.06214e-05
log_delta_srv10_f     0.930165 -3.70563e-06
log_a50_srv10_m     0.637583 -2.78287e-06
log_delta_srv10_m      1.04988 -1.89232e-06
